review_id,product_name,category,rating,review_text,review_date,verified_purchase,helpful_votes,sentiment
REV00200,Leather Belt,clothing,1,"Honestly, Runs very small, order 2 sizes up! Terrible fit, way too small even though I ordered my size. Disappointed overall.",2026-05-24,True,26,negative
REV00201,Vacuum Cleaner,home,3,"To be honest, Standard features and performance. Not recommended. Contact me: reviewer@email.com",2026-01-31,True,10,neutral
REV00202,Vacuum Cleaner,home,5,"In my opinion, Energy efficient, saves on electricity. Five stars from me!",2026-04-13,True,23,positive
REV00203,Wireless Headphones,electronics,1,"<p>I must say, Battery drains too quickly, barely lasts 3 hours. Poor build quality, feels cheap and plastic. Five stars from me!</p>",2026-01-29,True,1,negative
REV00204,Leather Belt,clothing,2,"<p>EDIT: After more use, Runs very small, order 2 sizes up! Disappointed overall.</p>",2026-04-06,True,12,negative
REV00205,Leather Belt,clothing,1,"<p>In my opinion, Poor quality material, started falling apart after one wash. Highly recommend!</p>",2026-01-29,False,19,negative
REV00206,Vacuum Cleaner,home,4,"<p>My experience: Energy efficient, saves on electricity. Highly recommend!</p>",2026-03-25,False,21,positive
REV00207,Laptop Pro 15,electronics,2,"I must say, Very slow, freezes constantly during use. Overheats after just 10 minutes of use. Total waste of money.",2026-03-14,True,4,negative
REV00208,Desk Lamp,home,3,"I must say, Standard features and performance. Would buy again!",2025-12-18,True,10,neutral
REV00209,Air Purifier,home,4,"After using it for a month, Quiet operation, barely makes any noise. You get what you pay for. Contact me: reviewer@email.com",2026-05-18,False,42,positive
REV00210,Blender Pro,home,1,"<p>UPDATE: Difficult to clean, parts don't come apart easily. Save your money.</p>",2026-03-11,True,18,negative
REV00211,Blender Pro,home,5,"I must say, Works like a charm! Makes perfect coffee every morning. Save your money.",2026-01-17,True,22,positive
REV00212,Wireless Headphones,electronics,1,"Just received it and Sound quality is awful, tinny and distorted. Very slow, freezes constantly during use. One star is too generous.",2026-02-17,True,27,negative
REV00213,Smartphone X1,electronics,3,"I must say, Standard features, what you would expect. Five stars from me! Check my blog: www.reviews.com/mypost",2026-03-12,True,2,neutral
REV00214,Smartphone X1,electronics,2,"<p>In my opinion, Sound quality is awful, tinny and distorted. Poor build quality, feels cheap and plastic. Save your money.</p>",2026-02-25,False,23,negative
REV00215,Smart Watch,electronics,3,"<p>I must say, Standard features, what you would expect. Not recommended.</p>",2026-05-01,True,3,neutral
REV00216,Blender Pro,home,5,"EDIT: After more use, Quiet operation, barely makes any noise. Great features for the price. Total waste of money.",2026-02-01,True,30,positive
REV00217,Running Shoes,clothing,5,"<p>UPDATE: Great value for money, highly recommend! Disappointed overall.</p>",2026-06-04,True,44,positive
REV00218,Winter Jacket,clothing,2,"Overall, Faded badly after first wash. Perfect for my needs.",2026-06-06,False,26,negative
REV00219,Coffee Maker,home,5,"To be honest, Works like a charm! Makes perfect coffee every morning.",2026-02-06,True,40,positive
REV00220,Tablet Ultra,electronics,2,"To be honest, Poor build quality, feels cheap and plastic. Poor build quality, feels cheap and plastic. Disappointed overall.",2026-01-07,False,4,negative
REV00221,Blender Pro,home,1,"Consumes too much power. Takes up too much space, too bulky. Worth every penny!",2026-04-05,True,10,negative
REV00222,Leather Belt,clothing,1,"<p>To be honest, Faded badly after first wash. Highly recommend!</p> Contact me: reviewer@email.com",2026-05-15,True,27,negative
REV00223,Cotton T-Shirt,clothing,5,"To be honest, Looks stylish and modern, gets compliments. Beautiful color, exactly as shown in pictures. Save your money.",2026-01-12,False,46,positive
REV00224,Air Purifier,home,4,"In my opinion, Works like a charm! Makes perfect coffee every morning. Easy to clean and maintain. Perfect for my needs.",2026-01-04,True,16,positive
REV00225,Laptop Pro 15,electronics,3,"EDIT: After more use, Standard features, what you would expect. Total waste of money. Check my blog: www.reviews.com/mypost",2026-01-09,False,4,neutral
REV00226,Desk Lamp,home,3,"In my opinion, Does the job, nothing more nothing less. Perfect for my needs. Check my blog: www.reviews.com/mypost",2026-04-21,True,6,neutral
REV00227,Denim Jeans,clothing,5,My experience: Perfect fit! Very comfortable to wear all day. Worth every penny!,2026-03-26,True,28,positive
REV00228,Blender Pro,home,3,"UPDATE: Average product, meets basic needs. One star is too generous.",2026-02-02,True,2,neutral
REV00229,Wireless Headphones,electronics,3,"<p>My experience: Decent performance, not amazing but okay. You get what you pay for.</p>",2026-02-15,False,3,neutral
REV00230,Desk Lamp,home,5,"<p>In my opinion, Easy to clean and maintain. Energy efficient, saves on electricity. One star is too generous.</p>",2026-05-26,True,48,positive
REV00231,Coffee Maker,home,4,"<p>After using it for a month, Compact size, fits perfectly in my space. Compact size, fits perfectly in my space. Worth every penny!</p> Check my blog: www.reviews.com/mypost",2026-01-27,True,4,positive
REV00232,Smartphone X1,electronics,5,"<p>EDIT: After more use, Super fast performance, handles multitasking effortlessly. Highly recommend!</p>",2026-02-06,True,47,positive
REV00233,Air Purifier,home,3,Standard features and performance. Worth every penny!,2026-02-19,True,6,neutral
REV00234,Desk Lamp,home,5,"Overall, Energy efficient, saves on electricity. Compact size, fits perfectly in my space. Highly recommend!",2026-02-21,True,39,positive
REV00235,Smartphone X1,electronics,3,"My experience: Standard features, what you would expect. Save your money. Check my blog: www.reviews.com/mypost",2026-01-16,True,1,neutral
REV00236,Air Purifier,home,1,"<p>EDIT: After more use, Flimsy construction, feels like it will break. Takes up too much space, too bulky. Perfect for my needs.</p>",2026-01-27,True,23,negative
REV00237,Laptop Pro 15,electronics,3,"Overall, Standard features, what you would expect. Not recommended.",2026-04-24,True,4,neutral
REV00238,Desk Lamp,home,4,"To be honest, Sturdy design, built to last. Not recommended.",2026-03-07,True,28,positive
REV00239,Laptop Pro 15,electronics,2,"Overall, Screen is too small and hard to read. Difficult to setup, confusing instructions. Disappointed overall.",2026-06-07,True,26,negative
REV00240,Denim Jeans,clothing,3,"<p>Just received it and Fits okay, material is average. Would buy again!</p>",2026-06-09,False,4,neutral
REV00241,Winter Jacket,clothing,4,"In my opinion, True to size, the measurements were accurate. Beautiful color, exactly as shown in pictures. Would buy again!",2026-06-08,True,3,positive
REV00242,Running Shoes,clothing,5,"In my opinion, Great value for money, highly recommend! Beautiful color, exactly as shown in pictures. Worth every penny! Contact me: reviewer@email.com",2026-03-11,True,31,positive
REV00243,Smart Watch,electronics,3,"Just received it and Standard features, what you would expect.",2026-04-10,True,2,neutral
REV00244,Running Shoes,clothing,3,"Overall, Standard quality, nothing remarkable. You get what you pay for. Check my blog: www.reviews.com/mypost",2026-04-18,True,2,neutral
REV00245,Smart Watch,electronics,5,"Sound quality is excellent, crystal clear audio. Check my blog: www.reviews.com/mypost Contact me: reviewer@email.com",2026-01-11,False,28,positive
REV00246,Laptop Pro 15,electronics,2,"After using it for a month, Sound quality is awful, tinny and distorted. Overheats after just 10 minutes of use. Disappointed overall.",2026-04-16,True,4,negative
REV00247,Desk Lamp,home,1,"After using it for a month, Broke after just 2 weeks of use! Total waste of money.",2026-05-20,False,14,negative
REV00248,Coffee Maker,home,1,"<p>EDIT: After more use, Takes up too much space, too bulky. Save your money.</p>",2026-04-20,True,4,negative
REV00249,Smart Watch,electronics,3,"Honestly, It works as expected, nothing special.",2026-05-29,True,2,neutral
REV00250,Laptop Pro 15,electronics,4,"Setup was incredibly easy, connected right away. Perfect for my needs.",2026-02-22,True,26,positive
REV00251,Desk Lamp,home,5,"In my opinion, Easy to clean and maintain. Easy to clean and maintain. One star is too generous.",2026-04-01,True,37,positive
REV00252,Smartphone X1,electronics,5,"Super fast performance, handles multitasking effortlessly. The screen resolution is perfect for watching movies. Total waste of money. Check my blog: www.reviews.com/mypost",2025-12-23,True,1,positive
REV00253,Cotton T-Shirt,clothing,5,"EDIT: After more use, Looks stylish and modern, gets compliments. Washes well, no fading or shrinking.",2026-03-19,True,46,positive
REV00254,Desk Lamp,home,2,"EDIT: After more use, Flimsy construction, feels like it will break. Perfect for my needs. Contact me: reviewer@email.com",2026-04-23,True,2,negative
REV00255,Denim Jeans,clothing,2,UPDATE: Looks cheap and poorly made. Would buy again!,2026-02-14,True,23,negative
REV00256,Vacuum Cleaner,home,3,"I must say, Standard features and performance. Highly recommend!",2026-05-12,True,6,neutral
REV00257,Air Purifier,home,4,"UPDATE: Energy efficient, saves on electricity. You get what you pay for.",2026-02-25,True,45,positive
REV00258,Wireless Headphones,electronics,5,"<p>Honestly, Amazing battery life! Lasts all day without charging. Great build quality, feels premium and solid. One star is too generous.</p>",2025-12-19,False,22,positive
REV00259,Smartphone X1,electronics,5,"After using it for a month, The display is absolutely stunning. Colors are vibrant and sharp. Highly recommend!",2026-03-11,False,49,positive
REV00260,Cotton T-Shirt,clothing,4,"UPDATE: True to size, the measurements were accurate. True to size, the measurements were accurate. Perfect for my needs. Check my blog: www.reviews.com/mypost",2025-12-16,True,2,positive
REV00261,Tablet Ultra,electronics,3,"I must say, Standard features, what you would expect. Disappointed overall. Check my blog: www.reviews.com/mypost",2026-03-07,True,10,neutral
REV00262,Air Purifier,home,5,"I must say, Sturdy design, built to last. Five stars from me!",2025-12-29,True,34,positive
REV00263,Running Shoes,clothing,3,"Just received it and Standard quality, nothing remarkable. Perfect for my needs.",2026-01-24,True,10,neutral
REV00264,Coffee Maker,home,3,<p>UPDATE: Okay for occasional use. Would buy again!</p>,2025-12-15,True,3,neutral
REV00265,Winter Jacket,clothing,3,"UPDATE: Fits okay, material is average. One star is too generous.",2026-01-26,False,0,neutral
REV00266,Desk Lamp,home,5,"Overall, Energy efficient, saves on electricity. Not recommended.",2026-05-13,True,31,positive
REV00267,Smart Watch,electronics,2,"UPDATE: Screen is too small and hard to read. Poor build quality, feels cheap and plastic. Highly recommend!",2026-02-23,True,11,negative
REV00268,Running Shoes,clothing,3,"<p>My experience: Standard quality, nothing remarkable. Not recommended.</p>",2026-01-22,True,0,neutral
REV00269,Laptop Pro 15,electronics,4,The display is absolutely stunning. Colors are vibrant and sharp. Total waste of money.,2026-04-09,True,31,positive
REV00270,Running Shoes,clothing,3,"EDIT: After more use, Fits okay, material is average.",2026-03-23,True,6,neutral
REV00271,Coffee Maker,home,2,"I must say, Missing basic features, very disappointed. Missing basic features, very disappointed. Disappointed overall.",2026-01-24,True,23,negative
REV00272,Desk Lamp,home,1,"EDIT: After more use, Takes up too much space, too bulky. Worth every penny!",2026-06-11,False,27,negative
REV00273,Laptop Pro 15,electronics,2,"Honestly, Screen is too small and hard to read. Not recommended.",2026-02-13,False,19,negative
REV00274,Desk Lamp,home,3,"My experience: Does the job, nothing more nothing less. One star is too generous.",2026-01-22,True,5,neutral
REV00275,Coffee Maker,home,1,"<p>Just received it and Takes up too much space, too bulky. You get what you pay for.</p>",2026-05-18,True,8,negative
REV00276,Leather Belt,clothing,2,"Honestly, Poor quality material, started falling apart after one wash. Color is completely different from the photos.",2026-03-08,True,15,negative
REV00277,Coffee Maker,home,2,"To be honest, Broke after just 2 weeks of use! Takes up too much space, too bulky. Five stars from me! Check my blog: www.reviews.com/mypost",2026-05-01,True,4,negative
REV00278,Coffee Maker,home,2,"Overall, Way too loud, sounds like a jet engine. Disappointed overall.",2026-04-03,True,13,negative
REV00279,Smartphone X1,electronics,2,"To be honest, Battery drains too quickly, barely lasts 3 hours. Camera is terrible, blurry photos even in daylight.",2025-12-28,True,0,negative
REV00280,Tablet Ultra,electronics,5,"<p>I must say, Amazing battery life! Lasts all day without charging. Five stars from me!</p>",2026-05-02,True,36,positive
REV00281,Leather Belt,clothing,5,"Just received it and Washes well, no fading or shrinking. Perfect fit! Very comfortable to wear all day. One star is too generous. Check my blog: www.reviews.com/mypost",2026-03-18,True,7,positive
REV00282,Running Shoes,clothing,1,UPDATE: Color is completely different from the photos. One star is too generous.,2026-05-09,True,26,negative
REV00283,Winter Jacket,clothing,3,"EDIT: After more use, Fits okay, material is average. Would buy again!",2026-06-11,True,8,neutral
REV00284,Smartphone X1,electronics,3,"EDIT: After more use, Decent performance, not amazing but okay. Worth every penny!",2026-05-29,False,9,neutral
REV00285,Laptop Pro 15,electronics,4,"In my opinion, The display is absolutely stunning. Colors are vibrant and sharp. Super fast performance, handles multitasking effortlessly. Would buy again! Check my blog: www.reviews.com/mypost",2026-03-23,True,9,positive
REV00286,Coffee Maker,home,3,Just received it and Okay for occasional use. Disappointed overall.,2026-02-27,True,3,neutral
REV00287,Laptop Pro 15,electronics,5,"EDIT: After more use, The screen resolution is perfect for watching movies. Total waste of money.",2026-05-09,True,43,positive
REV00288,Cotton T-Shirt,clothing,1,"Overall, Color is completely different from the photos. Runs very small, order 2 sizes up!",2026-05-27,True,26,negative
REV00289,Tablet Ultra,electronics,4,"In my opinion, Setup was incredibly easy, connected right away. Super fast performance, handles multitasking effortlessly. Worth every penny!",2026-02-15,True,7,positive
REV00290,Coffee Maker,home,5,"UPDATE: Quiet operation, barely makes any noise. Sturdy design, built to last. Total waste of money.",2026-03-04,True,48,positive
REV00291,Cotton T-Shirt,clothing,3,"I must say, As expected from this brand. One star is too generous.",2026-04-21,True,7,neutral
REV00292,Cotton T-Shirt,clothing,2,"Overall, Color is completely different from the photos. One star is too generous.",2026-04-30,False,27,negative
REV00293,Smart Watch,electronics,1,"<p>Honestly, Sound quality is awful, tinny and distorted. Worth every penny!</p>",2026-01-05,True,29,negative
REV00294,Winter Jacket,clothing,5,"After using it for a month, Washes well, no fading or shrinking. Looks stylish and modern, gets compliments. Five stars from me!",2026-05-09,False,31,positive
REV00295,Winter Jacket,clothing,3,"<p>My experience: Standard quality, nothing remarkable.</p>",2026-05-17,True,8,neutral
REV00296,Vacuum Cleaner,home,1,"UPDATE: Flimsy construction, feels like it will break. Difficult to clean, parts don't come apart easily. Five stars from me!",2026-05-06,False,27,negative
REV00297,Cotton T-Shirt,clothing,1,"Just received it and Terrible fit, way too small even though I ordered my size. Faded badly after first wash. Perfect for my needs.",2026-03-12,False,10,negative
REV00298,Blender Pro,home,5,My experience: Easy to clean and maintain. Not recommended.,2026-04-01,True,19,positive
REV00299,Desk Lamp,home,3,"To be honest, Okay for occasional use. Five stars from me!",2026-01-01,True,0,neutral
REV00300,Wireless Headphones,electronics,3,"<p>Decent performance, not amazing but okay. Not recommended.</p>",2026-03-26,True,6,neutral
REV00301,Coffee Maker,home,2,"I must say, Way too loud, sounds like a jet engine. Total waste of money.",2026-03-23,True,21,negative
REV00302,Leather Belt,clothing,1,UPDATE: Looks cheap and poorly made. One star is too generous. Check my blog: www.reviews.com/mypost,2026-06-02,True,13,negative
REV00303,Running Shoes,clothing,3,"After using it for a month, Standard quality, nothing remarkable.",2026-02-15,True,10,neutral
REV00304,Air Purifier,home,1,"<p>UPDATE: Flimsy construction, feels like it will break. Missing basic features, very disappointed. Total waste of money.</p>",2025-12-30,False,15,negative
REV00305,Cotton T-Shirt,clothing,2,"In my opinion, Overpriced for such low quality. Overpriced for such low quality. Not recommended.",2026-01-21,True,30,negative
REV00306,Blender Pro,home,2,"In my opinion, Difficult to clean, parts don't come apart easily. Takes up too much space, too bulky. Save your money.",2026-05-25,True,27,negative
REV00307,Smartphone X1,electronics,5,UPDATE: The display is absolutely stunning. Colors are vibrant and sharp. Not recommended.,2026-05-22,True,50,positive
REV00308,Air Purifier,home,4,"<p>In my opinion, Compact size, fits perfectly in my space. Great features for the price. Save your money.</p> Contact me: reviewer@email.com",2026-05-05,True,20,positive
REV00309,Running Shoes,clothing,3,"In my opinion, As expected from this brand. You get what you pay for.",2026-04-12,True,10,neutral
REV00310,Wireless Headphones,electronics,3,"EDIT: After more use, Decent performance, not amazing but okay. You get what you pay for.",2026-01-13,True,1,neutral
REV00311,Blender Pro,home,5,"To be honest, Powerful and efficient, cleans thoroughly. Compact size, fits perfectly in my space. Total waste of money. Check my blog: www.reviews.com/mypost",2025-12-21,True,24,positive
REV00312,Tablet Ultra,electronics,1,"<p>To be honest, Overheats after just 10 minutes of use. Battery drains too quickly, barely lasts 3 hours. You get what you pay for.</p>",2026-04-09,True,7,negative
REV00313,Desk Lamp,home,5,"<p>In my opinion, Works like a charm! Makes perfect coffee every morning. Powerful and efficient, cleans thoroughly. You get what you pay for.</p> Contact me: reviewer@email.com",2026-04-04,True,15,positive
REV00314,Winter Jacket,clothing,3,"Overall, Standard quality, nothing remarkable. Disappointed overall.",2025-12-28,False,0,neutral
REV00315,Desk Lamp,home,5,"<p>After using it for a month, Powerful and efficient, cleans thoroughly. Compact size, fits perfectly in my space. Disappointed overall.</p>",2026-04-30,True,42,positive
REV00316,Blender Pro,home,1,"<p>Takes up too much space, too bulky. Five stars from me!</p> Check my blog: www.reviews.com/mypost",2026-05-19,True,27,negative
REV00317,Tablet Ultra,electronics,4,"To be honest, Great build quality, feels premium and solid. The screen resolution is perfect for watching movies. Not recommended.",2026-01-09,True,11,positive
REV00318,Air Purifier,home,2,"<p>Just received it and Consumes too much power. Way too loud, sounds like a jet engine. Worth every penny!</p>",2026-03-24,True,10,negative
REV00319,Smart Watch,electronics,1,My experience: Overheats after just 10 minutes of use. Worth every penny!,2026-05-02,True,12,negative
REV00320,Winter Jacket,clothing,5,"<p>Honestly, Excellent quality fabric, feels soft and durable. Not recommended.</p>",2026-03-17,True,7,positive
REV00321,Blender Pro,home,3,"Does the job, nothing more nothing less. You get what you pay for. Check my blog: www.reviews.com/mypost",2026-05-28,True,9,neutral
REV00322,Tablet Ultra,electronics,3,"<p>My experience: Decent performance, not amazing but okay. Disappointed overall.</p>",2026-01-15,True,6,neutral
REV00323,Laptop Pro 15,electronics,3,"<p>To be honest, It works as expected, nothing special. Highly recommend!</p> Check my blog: www.reviews.com/mypost",2026-03-16,True,3,neutral
REV00324,Wireless Headphones,electronics,3,"EDIT: After more use, Standard features, what you would expect. Five stars from me!",2025-12-29,True,0,neutral
REV00325,Air Purifier,home,1,"UPDATE: Flimsy construction, feels like it will break. Difficult to clean, parts don't come apart easily. Worth every penny!",2025-12-23,True,26,negative
REV00326,Denim Jeans,clothing,5,"True to size, the measurements were accurate. Save your money.",2026-06-06,True,33,positive
REV00327,Tablet Ultra,electronics,2,"I must say, Poor build quality, feels cheap and plastic. You get what you pay for.",2026-03-26,True,13,negative
REV00328,Denim Jeans,clothing,1,"After using it for a month, Faded badly after first wash. Color is completely different from the photos. Worth every penny!",2026-02-17,True,11,negative
REV00329,Smart Watch,electronics,4,"I must say, Super fast performance, handles multitasking effortlessly. Disappointed overall. Check my blog: www.reviews.com/mypost",2025-12-21,True,12,positive
REV00330,Vacuum Cleaner,home,2,"<p>Honestly, Way too loud, sounds like a jet engine. Missing basic features, very disappointed. Disappointed overall.</p> Contact me: reviewer@email.com",2026-01-16,True,9,negative
REV00331,Blender Pro,home,3,"Just received it and Does the job, nothing more nothing less. Not recommended.",2026-03-17,False,10,neutral
REV00332,Air Purifier,home,1,"Just received it and Difficult to clean, parts don't come apart easily. One star is too generous.",2026-05-19,True,26,negative
REV00333,Cotton T-Shirt,clothing,4,"Just received it and Perfect fit! Very comfortable to wear all day. Beautiful color, exactly as shown in pictures. Highly recommend! Contact me: reviewer@email.com",2026-05-11,True,40,positive
REV00334,Winter Jacket,clothing,5,"Just received it and True to size, the measurements were accurate. Five stars from me!",2026-04-18,False,19,positive
REV00335,Cotton T-Shirt,clothing,2,"EDIT: After more use, Color is completely different from the photos. Total waste of money. Check my blog: www.reviews.com/mypost",2026-04-04,True,10,negative
REV00336,Tablet Ultra,electronics,1,"<p>EDIT: After more use, Screen is too small and hard to read. One star is too generous.</p>",2026-05-04,True,24,negative
REV00337,Coffee Maker,home,5,"After using it for a month, Great features for the price. Five stars from me!",2026-04-11,True,36,positive
REV00338,Denim Jeans,clothing,1,"In my opinion, Faded badly after first wash. Color is completely different from the photos. Would buy again! Contact me: reviewer@email.com",2026-05-01,True,7,negative
REV00339,Smartphone X1,electronics,5,"<p>UPDATE: Amazing battery life! Lasts all day without charging. Setup was incredibly easy, connected right away. Worth every penny!</p>",2026-04-13,False,45,positive
REV00340,Wireless Headphones,electronics,4,<p>UPDATE: The display is absolutely stunning. Colors are vibrant and sharp. Disappointed overall.</p>,2026-02-08,True,9,positive
REV00341,Tablet Ultra,electronics,5,"Honestly, Great build quality, feels premium and solid. One star is too generous.",2026-05-02,False,36,positive
REV00342,Vacuum Cleaner,home,2,"EDIT: After more use, Takes up too much space, too bulky. Takes up too much space, too bulky.",2026-04-04,True,1,negative
REV00343,Desk Lamp,home,2,"<p>EDIT: After more use, Broke after just 2 weeks of use! Total waste of money.</p>",2026-05-06,False,11,negative
REV00344,Running Shoes,clothing,5,"I must say, Beautiful color, exactly as shown in pictures. Perfect for my needs.",2026-05-01,True,46,positive
REV00345,Tablet Ultra,electronics,1,"After using it for a month, Poor build quality, feels cheap and plastic. Save your money. Check my blog: www.reviews.com/mypost",2026-06-09,True,1,negative
REV00346,Leather Belt,clothing,2,"EDIT: After more use, Faded badly after first wash. Looks cheap and poorly made. Perfect for my needs.",2026-02-06,True,21,negative
REV00347,Leather Belt,clothing,5,"To be honest, Looks stylish and modern, gets compliments. Excellent quality fabric, feels soft and durable. Highly recommend!",2026-02-12,True,10,positive
REV00348,Air Purifier,home,2,"<p>UPDATE: Flimsy construction, feels like it will break. Way too loud, sounds like a jet engine.</p>",2026-04-29,True,9,negative
REV00349,Laptop Pro 15,electronics,3,"My experience: Standard features, what you would expect. Total waste of money.",2025-12-19,True,5,neutral
REV00350,Coffee Maker,home,2,"<p>I must say, Difficult to clean, parts don't come apart easily. Five stars from me!</p>",2026-03-26,True,24,negative
REV00351,Air Purifier,home,1,"My experience: Missing basic features, very disappointed. Difficult to clean, parts don't come apart easily.",2026-05-03,False,13,negative
REV00352,Vacuum Cleaner,home,5,"EDIT: After more use, Works like a charm! Makes perfect coffee every morning. Easy to clean and maintain. Highly recommend! Check my blog: www.reviews.com/mypost",2026-01-01,True,33,positive
REV00353,Running Shoes,clothing,1,"To be honest, Overpriced for such low quality. Five stars from me!",2026-01-24,False,13,negative
REV00354,Leather Belt,clothing,2,"EDIT: After more use, Faded badly after first wash. Not recommended.",2026-02-03,False,6,negative
REV00355,Winter Jacket,clothing,3,"UPDATE: Decent for the price, but not great.",2026-05-30,False,3,neutral
REV00356,Tablet Ultra,electronics,3,"I must say, It works as expected, nothing special. Not recommended.",2026-02-08,True,9,neutral
REV00357,Winter Jacket,clothing,5,"I must say, Excellent quality fabric, feels soft and durable. Great value for money, highly recommend! Worth every penny!",2026-04-24,True,43,positive
REV00358,Tablet Ultra,electronics,5,"<p>To be honest, Setup was incredibly easy, connected right away. One star is too generous.</p>",2026-03-19,False,16,positive
REV00359,Smart Watch,electronics,3,"UPDATE: Decent performance, not amazing but okay. Not recommended.",2026-05-19,True,0,neutral
REV00360,Air Purifier,home,3,"EDIT: After more use, Standard features and performance. Highly recommend!",2026-05-20,True,5,neutral
REV00361,Winter Jacket,clothing,2,"After using it for a month, Faded badly after first wash. Poor quality material, started falling apart after one wash. Worth every penny!",2026-03-09,False,23,negative
REV00362,Smartphone X1,electronics,1,"<p>Just received it and Camera is terrible, blurry photos even in daylight. Battery drains too quickly, barely lasts 3 hours. Five stars from me!</p>",2026-06-02,True,25,negative
REV00363,Denim Jeans,clothing,5,"<p>Excellent quality fabric, feels soft and durable. Washes well, no fading or shrinking. Perfect for my needs.</p>",2026-03-28,True,48,positive
REV00364,Denim Jeans,clothing,4,"Just received it and Great value for money, highly recommend! Great value for money, highly recommend! Not recommended.",2026-01-07,False,29,positive
REV00365,Desk Lamp,home,1,"EDIT: After more use, Takes up too much space, too bulky. One star is too generous.",2026-04-05,True,8,negative
REV00366,Denim Jeans,clothing,5,"Overall, Great value for money, highly recommend!",2025-12-29,True,40,positive
REV00367,Running Shoes,clothing,5,"I must say, Excellent quality fabric, feels soft and durable. Washes well, no fading or shrinking. Perfect for my needs.",2026-03-10,False,8,positive
REV00368,Smart Watch,electronics,5,"EDIT: After more use, Great build quality, feels premium and solid. The screen resolution is perfect for watching movies. Five stars from me!",2026-02-13,True,13,positive
REV00369,Desk Lamp,home,1,"After using it for a month, Takes up too much space, too bulky. You get what you pay for.",2026-03-24,True,2,negative
REV00370,Cotton T-Shirt,clothing,5,"<p>EDIT: After more use, Excellent quality fabric, feels soft and durable. Disappointed overall.</p>",2026-04-26,True,27,positive
REV00371,Running Shoes,clothing,3,"Just received it and Standard quality, nothing remarkable. Five stars from me! Contact me: reviewer@email.com",2026-04-20,True,8,neutral
REV00372,Desk Lamp,home,2,"Just received it and Difficult to clean, parts don't come apart easily. Consumes too much power. Would buy again!",2026-05-27,True,19,negative
REV00373,Laptop Pro 15,electronics,5,"To be honest, Amazing battery life! Lasts all day without charging. Setup was incredibly easy, connected right away. Save your money.",2026-02-27,True,42,positive
REV00374,Leather Belt,clothing,5,"<p>Just received it and Great value for money, highly recommend! Beautiful color, exactly as shown in pictures. You get what you pay for.</p>",2026-05-17,False,22,positive
REV00375,Smart Watch,electronics,3,"My experience: It works as expected, nothing special. You get what you pay for. Check my blog: www.reviews.com/mypost",2026-01-30,True,7,neutral
REV00376,Air Purifier,home,5,"Honestly, Energy efficient, saves on electricity. Powerful and efficient, cleans thoroughly. Perfect for my needs. Check my blog: www.reviews.com/mypost",2026-04-26,False,31,positive
REV00377,Blender Pro,home,3,"After using it for a month, Okay for occasional use. Five stars from me!",2026-05-24,False,1,neutral
REV00378,Winter Jacket,clothing,5,"<p>Honestly, Beautiful color, exactly as shown in pictures. You get what you pay for.</p>",2026-02-13,False,29,positive
REV00379,Cotton T-Shirt,clothing,3,"In my opinion, As expected from this brand. Total waste of money.",2026-05-20,True,2,neutral
REV00380,Laptop Pro 15,electronics,5,"<p>In my opinion, Camera quality exceeded my expectations, photos are crisp. Worth every penny!</p>",2026-03-22,False,36,positive
REV00381,Winter Jacket,clothing,2,"<p>In my opinion, Runs very small, order 2 sizes up! Highly recommend!</p> Check my blog: www.reviews.com/mypost Contact me: reviewer@email.com",2026-04-12,True,1,negative
REV00382,Smartphone X1,electronics,3,"Honestly, It works as expected, nothing special. Highly recommend!",2026-03-10,True,8,neutral
REV00383,Running Shoes,clothing,4,"Just received it and Washes well, no fading or shrinking. Great value for money, highly recommend! Disappointed overall.",2026-03-15,True,3,positive
REV00384,Smartphone X1,electronics,5,"EDIT: After more use, Setup was incredibly easy, connected right away. Setup was incredibly easy, connected right away. Not recommended.",2026-05-24,True,33,positive
REV00385,Tablet Ultra,electronics,5,"<p>In my opinion, Camera quality exceeded my expectations, photos are crisp. Five stars from me!</p>",2026-05-16,False,28,positive
REV00386,Smartphone X1,electronics,2,"In my opinion, Poor build quality, feels cheap and plastic. Disappointed overall.",2026-04-03,True,5,negative
REV00387,Tablet Ultra,electronics,2,"After using it for a month, Difficult to setup, confusing instructions. Save your money.",2026-04-25,True,12,negative
REV00388,Blender Pro,home,5,"After using it for a month, Quiet operation, barely makes any noise. Highly recommend! Contact me: reviewer@email.com",2026-04-27,False,31,positive
REV00389,Air Purifier,home,1,"<p>UPDATE: Way too loud, sounds like a jet engine. You get what you pay for.</p>",2026-01-30,True,16,negative
REV00390,Blender Pro,home,1,UPDATE: Consumes too much power. Total waste of money.,2026-03-26,True,5,negative
REV00391,Coffee Maker,home,1,"<p>I must say, Way too loud, sounds like a jet engine. Consumes too much power. You get what you pay for.</p>",2026-03-07,True,29,negative
REV00392,Wireless Headphones,electronics,3,"EDIT: After more use, It works as expected, nothing special. Total waste of money.",2025-12-16,True,3,neutral
REV00393,Tablet Ultra,electronics,5,"EDIT: After more use, Amazing battery life! Lasts all day without charging. Setup was incredibly easy, connected right away. Total waste of money.",2026-01-13,True,47,positive
REV00394,Denim Jeans,clothing,5,"EDIT: After more use, Great value for money, highly recommend! Perfect for my needs.",2026-05-18,False,4,positive
REV00395,Cotton T-Shirt,clothing,1,"In my opinion, Terrible fit, way too small even though I ordered my size. Five stars from me! Contact me: reviewer@email.com",2026-05-15,True,28,negative
