review_text,rating,verified_purchase,helpful_votes,sentiment,review_text_normalized
"To be honest, As expected from this brand. Total waste of money. Check my blog: www.reviews.com/mypost",3,True,7,neutral,"to be honest, as expected from this brand. total waste of money. check my blog:"
"Honestly, Camera is terrible, blurry photos even in daylight. Very slow, freezes constantly during use. Would buy again! Check my blog: www.reviews.com/mypost",1,True,12,negative,"honestly, camera is terrible, blurry photos even in daylight. very slow, freezes constantly during use. would buy again! check my blog:"
"After using it for a month, Beautiful color, exactly as shown in pictures. Great value for money, highly recommend! Would buy again!",5,True,10,positive,"after using it for a month, beautiful color, exactly as shown in pictures. great value for money, highly recommend! would buy again!"
UPDATE: Okay for occasional use. Not recommended.,3,False,7,neutral,update: okay for occasional use. not recommended.
"After using it for a month, Setup was incredibly easy, connected right away. Great build quality, feels premium and solid. Highly recommend! Check my blog: www.reviews.com/mypost",5,False,32,positive,"after using it for a month, setup was incredibly easy, connected right away. great build quality, feels premium and solid. highly recommend! check my blog:"
"Honestly, Overheats after just 10 minutes of use. Five stars from me!",2,False,13,negative,"honestly, overheats after just 10 minutes of use. five stars from me!"
"In my opinion, Color is completely different from the photos. You get what you pay for.",1,True,11,negative,"in my opinion, color is completely different from the photos. you get what you pay for."
"Honestly, True to size, the measurements were accurate. True to size, the measurements were accurate. Perfect for my needs.",5,True,25,positive,"honestly, true to size, the measurements were accurate. true to size, the measurements were accurate. perfect for my needs."
"<p>Overall, Poor quality material, started falling apart after one wash. Would buy again!</p>",2,False,1,negative,"overall, poor quality material, started falling apart after one wash. would buy again!"
"Just received it and Runs very small, order 2 sizes up! Highly recommend!",2,True,6,negative,"just received it and runs very small, order 2 sizes up! highly recommend!"
"Average product, meets basic needs. Highly recommend!",3,True,7,neutral,"average product, meets basic needs. highly recommend!"
"Poor quality material, started falling apart after one wash.",1,True,18,negative,"poor quality material, started falling apart after one wash."
"After using it for a month, Great value for money, highly recommend! Washes well, no fading or shrinking. Perfect for my needs.",5,True,23,positive,"after using it for a month, great value for money, highly recommend! washes well, no fading or shrinking. perfect for my needs."
"To be honest, Works like a charm! Makes perfect coffee every morning. Easy to clean and maintain. Perfect for my needs.",5,True,47,positive,"to be honest, works like a charm! makes perfect coffee every morning. easy to clean and maintain. perfect for my needs."
"My experience: True to size, the measurements were accurate. Beautiful color, exactly as shown in pictures. Worth every penny!",5,True,30,positive,"my experience: true to size, the measurements were accurate. beautiful color, exactly as shown in pictures. worth every penny!"
"<p>To be honest, Broke after just 2 weeks of use! Flimsy construction, feels like it will break. Perfect for my needs.</p>",1,False,4,negative,"to be honest, broke after just 2 weeks of use! flimsy construction, feels like it will break. perfect for my needs."
"Standard quality, nothing remarkable. Worth every penny!",3,True,7,neutral,"standard quality, nothing remarkable. worth every penny!"
"Great value for money, highly recommend! Would buy again!",5,True,22,positive,"great value for money, highly recommend! would buy again!"
<p>Just received it and Great features for the price. Highly recommend!</p>,5,True,37,positive,just received it and great features for the price. highly recommend!
"UPDATE: Great value for money, highly recommend! Excellent quality fabric, feels soft and durable. Disappointed overall.",5,False,38,positive,"update: great value for money, highly recommend! excellent quality fabric, feels soft and durable. disappointed overall."
"Honestly, Runs very small, order 2 sizes up! Terrible fit, way too small even though I ordered my size. Disappointed overall.",1,True,26,negative,"honestly, runs very small, order 2 sizes up! terrible fit, way too small even though i ordered my size. disappointed overall."
"To be honest, Standard features and performance. Not recommended. Contact me: reviewer@email.com",3,True,10,neutral,"to be honest, standard features and performance. not recommended. contact me: reviewer@email.com"
"In my opinion, Energy efficient, saves on electricity. Five stars from me!",5,True,23,positive,"in my opinion, energy efficient, saves on electricity. five stars from me!"
"<p>I must say, Battery drains too quickly, barely lasts 3 hours. Poor build quality, feels cheap and plastic. Five stars from me!</p>",1,True,1,negative,"i must say, battery drains too quickly, barely lasts 3 hours. poor build quality, feels cheap and plastic. five stars from me!"
"<p>EDIT: After more use, Runs very small, order 2 sizes up! Disappointed overall.</p>",2,True,12,negative,"edit: after more use, runs very small, order 2 sizes up! disappointed overall."
"<p>In my opinion, Poor quality material, started falling apart after one wash. Highly recommend!</p>",1,False,19,negative,"in my opinion, poor quality material, started falling apart after one wash. highly recommend!"
"<p>My experience: Energy efficient, saves on electricity. Highly recommend!</p>",4,False,21,positive,"my experience: energy efficient, saves on electricity. highly recommend!"
"I must say, Very slow, freezes constantly during use. Overheats after just 10 minutes of use. Total waste of money.",2,True,4,negative,"i must say, very slow, freezes constantly during use. overheats after just 10 minutes of use. total waste of money."
"I must say, Standard features and performance. Would buy again!",3,True,10,neutral,"i must say, standard features and performance. would buy again!"
"After using it for a month, Quiet operation, barely makes any noise. You get what you pay for. Contact me: reviewer@email.com",4,False,42,positive,"after using it for a month, quiet operation, barely makes any noise. you get what you pay for. contact me: reviewer@email.com"
"<p>UPDATE: Difficult to clean, parts don't come apart easily. Save your money.</p>",1,True,18,negative,"update: difficult to clean, parts don't come apart easily. save your money."
"I must say, Works like a charm! Makes perfect coffee every morning. Save your money.",5,True,22,positive,"i must say, works like a charm! makes perfect coffee every morning. save your money."
"Just received it and Sound quality is awful, tinny and distorted. Very slow, freezes constantly during use. One star is too generous.",1,True,27,negative,"just received it and sound quality is awful, tinny and distorted. very slow, freezes constantly during use. one star is too generous."
"I must say, Standard features, what you would expect. Five stars from me! Check my blog: www.reviews.com/mypost",3,True,2,neutral,"i must say, standard features, what you would expect. five stars from me! check my blog:"
"<p>In my opinion, Sound quality is awful, tinny and distorted. Poor build quality, feels cheap and plastic. Save your money.</p>",2,False,23,negative,"in my opinion, sound quality is awful, tinny and distorted. poor build quality, feels cheap and plastic. save your money."
"<p>I must say, Standard features, what you would expect. Not recommended.</p>",3,True,3,neutral,"i must say, standard features, what you would expect. not recommended."
"EDIT: After more use, Quiet operation, barely makes any noise. Great features for the price. Total waste of money.",5,True,30,positive,"edit: after more use, quiet operation, barely makes any noise. great features for the price. total waste of money."
"<p>UPDATE: Great value for money, highly recommend! Disappointed overall.</p>",5,True,44,positive,"update: great value for money, highly recommend! disappointed overall."
"Overall, Faded badly after first wash. Perfect for my needs.",2,False,26,negative,"overall, faded badly after first wash. perfect for my needs."
"To be honest, Works like a charm! Makes perfect coffee every morning.",5,True,40,positive,"to be honest, works like a charm! makes perfect coffee every morning."
"To be honest, Poor build quality, feels cheap and plastic. Poor build quality, feels cheap and plastic. Disappointed overall.",2,False,4,negative,"to be honest, poor build quality, feels cheap and plastic. poor build quality, feels cheap and plastic. disappointed overall."
"Consumes too much power. Takes up too much space, too bulky. Worth every penny!",1,True,10,negative,"consumes too much power. takes up too much space, too bulky. worth every penny!"
"<p>To be honest, Faded badly after first wash. Highly recommend!</p> Contact me: reviewer@email.com",1,True,27,negative,"to be honest, faded badly after first wash. highly recommend! contact me: reviewer@email.com"
"To be honest, Looks stylish and modern, gets compliments. Beautiful color, exactly as shown in pictures. Save your money.",5,False,46,positive,"to be honest, looks stylish and modern, gets compliments. beautiful color, exactly as shown in pictures. save your money."
"In my opinion, Works like a charm! Makes perfect coffee every morning. Easy to clean and maintain. Perfect for my needs.",4,True,16,positive,"in my opinion, works like a charm! makes perfect coffee every morning. easy to clean and maintain. perfect for my needs."
"EDIT: After more use, Standard features, what you would expect. Total waste of money. Check my blog: www.reviews.com/mypost",3,False,4,neutral,"edit: after more use, standard features, what you would expect. total waste of money. check my blog:"
"In my opinion, Does the job, nothing more nothing less. Perfect for my needs. Check my blog: www.reviews.com/mypost",3,True,6,neutral,"in my opinion, does the job, nothing more nothing less. perfect for my needs. check my blog:"
My experience: Perfect fit! Very comfortable to wear all day. Worth every penny!,5,True,28,positive,my experience: perfect fit! very comfortable to wear all day. worth every penny!
"UPDATE: Average product, meets basic needs. One star is too generous.",3,True,2,neutral,"update: average product, meets basic needs. one star is too generous."
"<p>My experience: Decent performance, not amazing but okay. You get what you pay for.</p>",3,False,3,neutral,"my experience: decent performance, not amazing but okay. you get what you pay for."
"<p>In my opinion, Easy to clean and maintain. Energy efficient, saves on electricity. One star is too generous.</p>",5,True,48,positive,"in my opinion, easy to clean and maintain. energy efficient, saves on electricity. one star is too generous."
"<p>After using it for a month, Compact size, fits perfectly in my space. Compact size, fits perfectly in my space. Worth every penny!</p> Check my blog: www.reviews.com/mypost",4,True,4,positive,"after using it for a month, compact size, fits perfectly in my space. compact size, fits perfectly in my space. worth every penny! check my blog:"
"<p>EDIT: After more use, Super fast performance, handles multitasking effortlessly. Highly recommend!</p>",5,True,47,positive,"edit: after more use, super fast performance, handles multitasking effortlessly. highly recommend!"
Standard features and performance. Worth every penny!,3,True,6,neutral,standard features and performance. worth every penny!
"Overall, Energy efficient, saves on electricity. Compact size, fits perfectly in my space. Highly recommend!",5,True,39,positive,"overall, energy efficient, saves on electricity. compact size, fits perfectly in my space. highly recommend!"
"My experience: Standard features, what you would expect. Save your money. Check my blog: www.reviews.com/mypost",3,True,1,neutral,"my experience: standard features, what you would expect. save your money. check my blog:"
"<p>EDIT: After more use, Flimsy construction, feels like it will break. Takes up too much space, too bulky. Perfect for my needs.</p>",1,True,23,negative,"edit: after more use, flimsy construction, feels like it will break. takes up too much space, too bulky. perfect for my needs."
"Overall, Standard features, what you would expect. Not recommended.",3,True,4,neutral,"overall, standard features, what you would expect. not recommended."
"To be honest, Sturdy design, built to last. Not recommended.",4,True,28,positive,"to be honest, sturdy design, built to last. not recommended."
"Overall, Screen is too small and hard to read. Difficult to setup, confusing instructions. Disappointed overall.",2,True,26,negative,"overall, screen is too small and hard to read. difficult to setup, confusing instructions. disappointed overall."
"<p>Just received it and Fits okay, material is average. Would buy again!</p>",3,False,4,neutral,"just received it and fits okay, material is average. would buy again!"
"In my opinion, True to size, the measurements were accurate. Beautiful color, exactly as shown in pictures. Would buy again!",4,True,3,positive,"in my opinion, true to size, the measurements were accurate. beautiful color, exactly as shown in pictures. would buy again!"
"In my opinion, Great value for money, highly recommend! Beautiful color, exactly as shown in pictures. Worth every penny! Contact me: reviewer@email.com",5,True,31,positive,"in my opinion, great value for money, highly recommend! beautiful color, exactly as shown in pictures. worth every penny! contact me: reviewer@email.com"
"Just received it and Standard features, what you would expect.",3,True,2,neutral,"just received it and standard features, what you would expect."
"Overall, Standard quality, nothing remarkable. You get what you pay for. Check my blog: www.reviews.com/mypost",3,True,2,neutral,"overall, standard quality, nothing remarkable. you get what you pay for. check my blog:"
"Sound quality is excellent, crystal clear audio. Check my blog: www.reviews.com/mypost Contact me: reviewer@email.com",5,False,28,positive,"sound quality is excellent, crystal clear audio. check my blog: contact me: reviewer@email.com"
"After using it for a month, Sound quality is awful, tinny and distorted. Overheats after just 10 minutes of use. Disappointed overall.",2,True,4,negative,"after using it for a month, sound quality is awful, tinny and distorted. overheats after just 10 minutes of use. disappointed overall."
"After using it for a month, Broke after just 2 weeks of use! Total waste of money.",1,False,14,negative,"after using it for a month, broke after just 2 weeks of use! total waste of money."
"<p>EDIT: After more use, Takes up too much space, too bulky. Save your money.</p>",1,True,4,negative,"edit: after more use, takes up too much space, too bulky. save your money."
"Honestly, It works as expected, nothing special.",3,True,2,neutral,"honestly, it works as expected, nothing special."
"Setup was incredibly easy, connected right away. Perfect for my needs.",4,True,26,positive,"setup was incredibly easy, connected right away. perfect for my needs."
"In my opinion, Easy to clean and maintain. Easy to clean and maintain. One star is too generous.",5,True,37,positive,"in my opinion, easy to clean and maintain. easy to clean and maintain. one star is too generous."
"Super fast performance, handles multitasking effortlessly. The screen resolution is perfect for watching movies. Total waste of money. Check my blog: www.reviews.com/mypost",5,True,1,positive,"super fast performance, handles multitasking effortlessly. the screen resolution is perfect for watching movies. total waste of money. check my blog:"
"EDIT: After more use, Looks stylish and modern, gets compliments. Washes well, no fading or shrinking.",5,True,46,positive,"edit: after more use, looks stylish and modern, gets compliments. washes well, no fading or shrinking."
"EDIT: After more use, Flimsy construction, feels like it will break. Perfect for my needs. Contact me: reviewer@email.com",2,True,2,negative,"edit: after more use, flimsy construction, feels like it will break. perfect for my needs. contact me: reviewer@email.com"
UPDATE: Looks cheap and poorly made. Would buy again!,2,True,23,negative,update: looks cheap and poorly made. would buy again!
"I must say, Standard features and performance. Highly recommend!",3,True,6,neutral,"i must say, standard features and performance. highly recommend!"
"UPDATE: Energy efficient, saves on electricity. You get what you pay for.",4,True,45,positive,"update: energy efficient, saves on electricity. you get what you pay for."
"<p>Honestly, Amazing battery life! Lasts all day without charging. Great build quality, feels premium and solid. One star is too generous.</p>",5,False,22,positive,"honestly, amazing battery life! lasts all day without charging. great build quality, feels premium and solid. one star is too generous."
"After using it for a month, The display is absolutely stunning. Colors are vibrant and sharp. Highly recommend!",5,False,49,positive,"after using it for a month, the display is absolutely stunning. colors are vibrant and sharp. highly recommend!"
"UPDATE: True to size, the measurements were accurate. True to size, the measurements were accurate. Perfect for my needs. Check my blog: www.reviews.com/mypost",4,True,2,positive,"update: true to size, the measurements were accurate. true to size, the measurements were accurate. perfect for my needs. check my blog:"
"I must say, Standard features, what you would expect. Disappointed overall. Check my blog: www.reviews.com/mypost",3,True,10,neutral,"i must say, standard features, what you would expect. disappointed overall. check my blog:"
"I must say, Sturdy design, built to last. Five stars from me!",5,True,34,positive,"i must say, sturdy design, built to last. five stars from me!"
"Just received it and Standard quality, nothing remarkable. Perfect for my needs.",3,True,10,neutral,"just received it and standard quality, nothing remarkable. perfect for my needs."
<p>UPDATE: Okay for occasional use. Would buy again!</p>,3,True,3,neutral,update: okay for occasional use. would buy again!
"UPDATE: Fits okay, material is average. One star is too generous.",3,False,0,neutral,"update: fits okay, material is average. one star is too generous."
"Overall, Energy efficient, saves on electricity. Not recommended.",5,True,31,positive,"overall, energy efficient, saves on electricity. not recommended."
"UPDATE: Screen is too small and hard to read. Poor build quality, feels cheap and plastic. Highly recommend!",2,True,11,negative,"update: screen is too small and hard to read. poor build quality, feels cheap and plastic. highly recommend!"
"<p>My experience: Standard quality, nothing remarkable. Not recommended.</p>",3,True,0,neutral,"my experience: standard quality, nothing remarkable. not recommended."
The display is absolutely stunning. Colors are vibrant and sharp. Total waste of money.,4,True,31,positive,the display is absolutely stunning. colors are vibrant and sharp. total waste of money.
"EDIT: After more use, Fits okay, material is average.",3,True,6,neutral,"edit: after more use, fits okay, material is average."
"I must say, Missing basic features, very disappointed. Missing basic features, very disappointed. Disappointed overall.",2,True,23,negative,"i must say, missing basic features, very disappointed. missing basic features, very disappointed. disappointed overall."
"EDIT: After more use, Takes up too much space, too bulky. Worth every penny!",1,False,27,negative,"edit: after more use, takes up too much space, too bulky. worth every penny!"
"Honestly, Screen is too small and hard to read. Not recommended.",2,False,19,negative,"honestly, screen is too small and hard to read. not recommended."
"My experience: Does the job, nothing more nothing less. One star is too generous.",3,True,5,neutral,"my experience: does the job, nothing more nothing less. one star is too generous."
"<p>Just received it and Takes up too much space, too bulky. You get what you pay for.</p>",1,True,8,negative,"just received it and takes up too much space, too bulky. you get what you pay for."
"Honestly, Poor quality material, started falling apart after one wash. Color is completely different from the photos.",2,True,15,negative,"honestly, poor quality material, started falling apart after one wash. color is completely different from the photos."
"To be honest, Broke after just 2 weeks of use! Takes up too much space, too bulky. Five stars from me! Check my blog: www.reviews.com/mypost",2,True,4,negative,"to be honest, broke after just 2 weeks of use! takes up too much space, too bulky. five stars from me! check my blog:"
"Overall, Way too loud, sounds like a jet engine. Disappointed overall.",2,True,13,negative,"overall, way too loud, sounds like a jet engine. disappointed overall."
"To be honest, Battery drains too quickly, barely lasts 3 hours. Camera is terrible, blurry photos even in daylight.",2,True,0,negative,"to be honest, battery drains too quickly, barely lasts 3 hours. camera is terrible, blurry photos even in daylight."
"<p>I must say, Amazing battery life! Lasts all day without charging. Five stars from me!</p>",5,True,36,positive,"i must say, amazing battery life! lasts all day without charging. five stars from me!"
"Just received it and Washes well, no fading or shrinking. Perfect fit! Very comfortable to wear all day. One star is too generous. Check my blog: www.reviews.com/mypost",5,True,7,positive,"just received it and washes well, no fading or shrinking. perfect fit! very comfortable to wear all day. one star is too generous. check my blog:"
UPDATE: Color is completely different from the photos. One star is too generous.,1,True,26,negative,update: color is completely different from the photos. one star is too generous.
"EDIT: After more use, Fits okay, material is average. Would buy again!",3,True,8,neutral,"edit: after more use, fits okay, material is average. would buy again!"
"EDIT: After more use, Decent performance, not amazing but okay. Worth every penny!",3,False,9,neutral,"edit: after more use, decent performance, not amazing but okay. worth every penny!"
"In my opinion, The display is absolutely stunning. Colors are vibrant and sharp. Super fast performance, handles multitasking effortlessly. Would buy again! Check my blog: www.reviews.com/mypost",4,True,9,positive,"in my opinion, the display is absolutely stunning. colors are vibrant and sharp. super fast performance, handles multitasking effortlessly. would buy again! check my blog:"
Just received it and Okay for occasional use. Disappointed overall.,3,True,3,neutral,just received it and okay for occasional use. disappointed overall.
"EDIT: After more use, The screen resolution is perfect for watching movies. Total waste of money.",5,True,43,positive,"edit: after more use, the screen resolution is perfect for watching movies. total waste of money."
"Overall, Color is completely different from the photos. Runs very small, order 2 sizes up!",1,True,26,negative,"overall, color is completely different from the photos. runs very small, order 2 sizes up!"
"In my opinion, Setup was incredibly easy, connected right away. Super fast performance, handles multitasking effortlessly. Worth every penny!",4,True,7,positive,"in my opinion, setup was incredibly easy, connected right away. super fast performance, handles multitasking effortlessly. worth every penny!"
"UPDATE: Quiet operation, barely makes any noise. Sturdy design, built to last. Total waste of money.",5,True,48,positive,"update: quiet operation, barely makes any noise. sturdy design, built to last. total waste of money."
"I must say, As expected from this brand. One star is too generous.",3,True,7,neutral,"i must say, as expected from this brand. one star is too generous."
"Overall, Color is completely different from the photos. One star is too generous.",2,False,27,negative,"overall, color is completely different from the photos. one star is too generous."
"<p>Honestly, Sound quality is awful, tinny and distorted. Worth every penny!</p>",1,True,29,negative,"honestly, sound quality is awful, tinny and distorted. worth every penny!"
"After using it for a month, Washes well, no fading or shrinking. Looks stylish and modern, gets compliments. Five stars from me!",5,False,31,positive,"after using it for a month, washes well, no fading or shrinking. looks stylish and modern, gets compliments. five stars from me!"
"<p>My experience: Standard quality, nothing remarkable.</p>",3,True,8,neutral,"my experience: standard quality, nothing remarkable."
"UPDATE: Flimsy construction, feels like it will break. Difficult to clean, parts don't come apart easily. Five stars from me!",1,False,27,negative,"update: flimsy construction, feels like it will break. difficult to clean, parts don't come apart easily. five stars from me!"
"Just received it and Terrible fit, way too small even though I ordered my size. Faded badly after first wash. Perfect for my needs.",1,False,10,negative,"just received it and terrible fit, way too small even though i ordered my size. faded badly after first wash. perfect for my needs."
My experience: Easy to clean and maintain. Not recommended.,5,True,19,positive,my experience: easy to clean and maintain. not recommended.
"To be honest, Okay for occasional use. Five stars from me!",3,True,0,neutral,"to be honest, okay for occasional use. five stars from me!"
"<p>Decent performance, not amazing but okay. Not recommended.</p>",3,True,6,neutral,"decent performance, not amazing but okay. not recommended."
"I must say, Way too loud, sounds like a jet engine. Total waste of money.",2,True,21,negative,"i must say, way too loud, sounds like a jet engine. total waste of money."
UPDATE: Looks cheap and poorly made. One star is too generous. Check my blog: www.reviews.com/mypost,1,True,13,negative,update: looks cheap and poorly made. one star is too generous. check my blog:
"After using it for a month, Standard quality, nothing remarkable.",3,True,10,neutral,"after using it for a month, standard quality, nothing remarkable."
"<p>UPDATE: Flimsy construction, feels like it will break. Missing basic features, very disappointed. Total waste of money.</p>",1,False,15,negative,"update: flimsy construction, feels like it will break. missing basic features, very disappointed. total waste of money."
"In my opinion, Overpriced for such low quality. Overpriced for such low quality. Not recommended.",2,True,30,negative,"in my opinion, overpriced for such low quality. overpriced for such low quality. not recommended."
"In my opinion, Difficult to clean, parts don't come apart easily. Takes up too much space, too bulky. Save your money.",2,True,27,negative,"in my opinion, difficult to clean, parts don't come apart easily. takes up too much space, too bulky. save your money."
UPDATE: The display is absolutely stunning. Colors are vibrant and sharp. Not recommended.,5,True,50,positive,update: the display is absolutely stunning. colors are vibrant and sharp. not recommended.
"<p>In my opinion, Compact size, fits perfectly in my space. Great features for the price. Save your money.</p> Contact me: reviewer@email.com",4,True,20,positive,"in my opinion, compact size, fits perfectly in my space. great features for the price. save your money. contact me: reviewer@email.com"
"In my opinion, As expected from this brand. You get what you pay for.",3,True,10,neutral,"in my opinion, as expected from this brand. you get what you pay for."
"EDIT: After more use, Decent performance, not amazing but okay. You get what you pay for.",3,True,1,neutral,"edit: after more use, decent performance, not amazing but okay. you get what you pay for."
"To be honest, Powerful and efficient, cleans thoroughly. Compact size, fits perfectly in my space. Total waste of money. Check my blog: www.reviews.com/mypost",5,True,24,positive,"to be honest, powerful and efficient, cleans thoroughly. compact size, fits perfectly in my space. total waste of money. check my blog:"
"<p>To be honest, Overheats after just 10 minutes of use. Battery drains too quickly, barely lasts 3 hours. You get what you pay for.</p>",1,True,7,negative,"to be honest, overheats after just 10 minutes of use. battery drains too quickly, barely lasts 3 hours. you get what you pay for."
"<p>In my opinion, Works like a charm! Makes perfect coffee every morning. Powerful and efficient, cleans thoroughly. You get what you pay for.</p> Contact me: reviewer@email.com",5,True,15,positive,"in my opinion, works like a charm! makes perfect coffee every morning. powerful and efficient, cleans thoroughly. you get what you pay for. contact me: reviewer@email.com"
"Overall, Standard quality, nothing remarkable. Disappointed overall.",3,False,0,neutral,"overall, standard quality, nothing remarkable. disappointed overall."
"<p>After using it for a month, Powerful and efficient, cleans thoroughly. Compact size, fits perfectly in my space. Disappointed overall.</p>",5,True,42,positive,"after using it for a month, powerful and efficient, cleans thoroughly. compact size, fits perfectly in my space. disappointed overall."
"<p>Takes up too much space, too bulky. Five stars from me!</p> Check my blog: www.reviews.com/mypost",1,True,27,negative,"takes up too much space, too bulky. five stars from me! check my blog:"
"To be honest, Great build quality, feels premium and solid. The screen resolution is perfect for watching movies. Not recommended.",4,True,11,positive,"to be honest, great build quality, feels premium and solid. the screen resolution is perfect for watching movies. not recommended."
"<p>Just received it and Consumes too much power. Way too loud, sounds like a jet engine. Worth every penny!</p>",2,True,10,negative,"just received it and consumes too much power. way too loud, sounds like a jet engine. worth every penny!"
My experience: Overheats after just 10 minutes of use. Worth every penny!,1,True,12,negative,my experience: overheats after just 10 minutes of use. worth every penny!
"<p>Honestly, Excellent quality fabric, feels soft and durable. Not recommended.</p>",5,True,7,positive,"honestly, excellent quality fabric, feels soft and durable. not recommended."
"Does the job, nothing more nothing less. You get what you pay for. Check my blog: www.reviews.com/mypost",3,True,9,neutral,"does the job, nothing more nothing less. you get what you pay for. check my blog:"
"<p>My experience: Decent performance, not amazing but okay. Disappointed overall.</p>",3,True,6,neutral,"my experience: decent performance, not amazing but okay. disappointed overall."
"<p>To be honest, It works as expected, nothing special. Highly recommend!</p> Check my blog: www.reviews.com/mypost",3,True,3,neutral,"to be honest, it works as expected, nothing special. highly recommend! check my blog:"
"EDIT: After more use, Standard features, what you would expect. Five stars from me!",3,True,0,neutral,"edit: after more use, standard features, what you would expect. five stars from me!"
"UPDATE: Flimsy construction, feels like it will break. Difficult to clean, parts don't come apart easily. Worth every penny!",1,True,26,negative,"update: flimsy construction, feels like it will break. difficult to clean, parts don't come apart easily. worth every penny!"
"True to size, the measurements were accurate. Save your money.",5,True,33,positive,"true to size, the measurements were accurate. save your money."
"I must say, Poor build quality, feels cheap and plastic. You get what you pay for.",2,True,13,negative,"i must say, poor build quality, feels cheap and plastic. you get what you pay for."
"After using it for a month, Faded badly after first wash. Color is completely different from the photos. Worth every penny!",1,True,11,negative,"after using it for a month, faded badly after first wash. color is completely different from the photos. worth every penny!"
"I must say, Super fast performance, handles multitasking effortlessly. Disappointed overall. Check my blog: www.reviews.com/mypost",4,True,12,positive,"i must say, super fast performance, handles multitasking effortlessly. disappointed overall. check my blog:"
"<p>Honestly, Way too loud, sounds like a jet engine. Missing basic features, very disappointed. Disappointed overall.</p> Contact me: reviewer@email.com",2,True,9,negative,"honestly, way too loud, sounds like a jet engine. missing basic features, very disappointed. disappointed overall. contact me: reviewer@email.com"
"Just received it and Does the job, nothing more nothing less. Not recommended.",3,False,10,neutral,"just received it and does the job, nothing more nothing less. not recommended."
"Just received it and Difficult to clean, parts don't come apart easily. One star is too generous.",1,True,26,negative,"just received it and difficult to clean, parts don't come apart easily. one star is too generous."
"Just received it and Perfect fit! Very comfortable to wear all day. Beautiful color, exactly as shown in pictures. Highly recommend! Contact me: reviewer@email.com",4,True,40,positive,"just received it and perfect fit! very comfortable to wear all day. beautiful color, exactly as shown in pictures. highly recommend! contact me: reviewer@email.com"
"Just received it and True to size, the measurements were accurate. Five stars from me!",5,False,19,positive,"just received it and true to size, the measurements were accurate. five stars from me!"
"EDIT: After more use, Color is completely different from the photos. Total waste of money. Check my blog: www.reviews.com/mypost",2,True,10,negative,"edit: after more use, color is completely different from the photos. total waste of money. check my blog:"
"<p>EDIT: After more use, Screen is too small and hard to read. One star is too generous.</p>",1,True,24,negative,"edit: after more use, screen is too small and hard to read. one star is too generous."
"After using it for a month, Great features for the price. Five stars from me!",5,True,36,positive,"after using it for a month, great features for the price. five stars from me!"
"In my opinion, Faded badly after first wash. Color is completely different from the photos. Would buy again! Contact me: reviewer@email.com",1,True,7,negative,"in my opinion, faded badly after first wash. color is completely different from the photos. would buy again! contact me: reviewer@email.com"
"<p>UPDATE: Amazing battery life! Lasts all day without charging. Setup was incredibly easy, connected right away. Worth every penny!</p>",5,False,45,positive,"update: amazing battery life! lasts all day without charging. setup was incredibly easy, connected right away. worth every penny!"
<p>UPDATE: The display is absolutely stunning. Colors are vibrant and sharp. Disappointed overall.</p>,4,True,9,positive,update: the display is absolutely stunning. colors are vibrant and sharp. disappointed overall.
"Honestly, Great build quality, feels premium and solid. One star is too generous.",5,False,36,positive,"honestly, great build quality, feels premium and solid. one star is too generous."
"EDIT: After more use, Takes up too much space, too bulky. Takes up too much space, too bulky.",2,True,1,negative,"edit: after more use, takes up too much space, too bulky. takes up too much space, too bulky."
"<p>EDIT: After more use, Broke after just 2 weeks of use! Total waste of money.</p>",2,False,11,negative,"edit: after more use, broke after just 2 weeks of use! total waste of money."
"I must say, Beautiful color, exactly as shown in pictures. Perfect for my needs.",5,True,46,positive,"i must say, beautiful color, exactly as shown in pictures. perfect for my needs."
"After using it for a month, Poor build quality, feels cheap and plastic. Save your money. Check my blog: www.reviews.com/mypost",1,True,1,negative,"after using it for a month, poor build quality, feels cheap and plastic. save your money. check my blog:"
"EDIT: After more use, Faded badly after first wash. Looks cheap and poorly made. Perfect for my needs.",2,True,21,negative,"edit: after more use, faded badly after first wash. looks cheap and poorly made. perfect for my needs."
"To be honest, Looks stylish and modern, gets compliments. Excellent quality fabric, feels soft and durable. Highly recommend!",5,True,10,positive,"to be honest, looks stylish and modern, gets compliments. excellent quality fabric, feels soft and durable. highly recommend!"
"<p>UPDATE: Flimsy construction, feels like it will break. Way too loud, sounds like a jet engine.</p>",2,True,9,negative,"update: flimsy construction, feels like it will break. way too loud, sounds like a jet engine."
"My experience: Standard features, what you would expect. Total waste of money.",3,True,5,neutral,"my experience: standard features, what you would expect. total waste of money."
"<p>I must say, Difficult to clean, parts don't come apart easily. Five stars from me!</p>",2,True,24,negative,"i must say, difficult to clean, parts don't come apart easily. five stars from me!"
"My experience: Missing basic features, very disappointed. Difficult to clean, parts don't come apart easily.",1,False,13,negative,"my experience: missing basic features, very disappointed. difficult to clean, parts don't come apart easily."
"EDIT: After more use, Works like a charm! Makes perfect coffee every morning. Easy to clean and maintain. Highly recommend! Check my blog: www.reviews.com/mypost",5,True,33,positive,"edit: after more use, works like a charm! makes perfect coffee every morning. easy to clean and maintain. highly recommend! check my blog:"
"To be honest, Overpriced for such low quality. Five stars from me!",1,False,13,negative,"to be honest, overpriced for such low quality. five stars from me!"
"EDIT: After more use, Faded badly after first wash. Not recommended.",2,False,6,negative,"edit: after more use, faded badly after first wash. not recommended."
