review_text,rating,verified_purchase,helpful_votes,sentiment,review_text_normalized,review_text_normalized_tokens,review_text_normalized_tokens_no_stopwords,review_text_normalized_tokens_no_stopwords_lemmatized
"After using it for a month, Decent for the price, but not great. Save your money.",3,True,10,neutral,"after using it for a month, decent for the price, but not great. save your money.","['after', 'using', 'it', 'for', 'month', 'decent', 'for', 'the', 'price', 'but', 'not', 'great', 'save', 'your', 'money']","['using', 'month', 'decent', 'price', 'great', 'save', 'money']","['using', 'month', 'decent', 'price', 'great', 'save', 'money']"
"After using it for a month, Screen is too small and hard to read. Five stars from me!",1,True,11,negative,"after using it for a month, screen is too small and hard to read. five stars from me!","['after', 'using', 'it', 'for', 'month', 'screen', 'is', 'too', 'small', 'and', 'hard', 'to', 'read', 'five', 'stars', 'from', 'me']","['using', 'month', 'screen', 'small', 'hard', 'read', 'five', 'stars']","['using', 'month', 'screen', 'small', 'hard', 'read', 'five', 'star']"
"Just received it and Camera is terrible, blurry photos even in daylight. Screen is too small and hard to read. Save your money. Check my blog: www.reviews.com/mypost",2,True,23,negative,"just received it and camera is terrible, blurry photos even in daylight. screen is too small and hard to read. save your money. check my blog:","['just', 'received', 'it', 'and', 'camera', 'is', 'terrible', 'blurry', 'photos', 'even', 'in', 'daylight', 'screen', 'is', 'too', 'small', 'and', 'hard', 'to', 'read', 'save', 'your', 'money', 'check', 'my', 'blog']","['received', 'camera', 'terrible', 'blurry', 'photos', 'even', 'daylight', 'screen', 'small', 'hard', 'read', 'save', 'money', 'check', 'blog']","['received', 'camera', 'terrible', 'blurry', 'photo', 'even', 'daylight', 'screen', 'small', 'hard', 'read', 'save', 'money', 'check', 'blog']"
"After using it for a month, Great value for money, highly recommend! Total waste of money.",5,True,30,positive,"after using it for a month, great value for money, highly recommend! total waste of money.","['after', 'using', 'it', 'for', 'month', 'great', 'value', 'for', 'money', 'highly', 'recommend', 'total', 'waste', 'of', 'money']","['using', 'month', 'great', 'value', 'money', 'highly', 'recommend', 'total', 'waste', 'money']","['using', 'month', 'great', 'value', 'money', 'highly', 'recommend', 'total', 'waste', 'money']"
<p>Perfect fit! Very comfortable to wear all day.</p>,5,True,48,positive,perfect fit! very comfortable to wear all day.,"['perfect', 'fit', 'very', 'comfortable', 'to', 'wear', 'all', 'day']","['perfect', 'fit', 'comfortable', 'wear', 'day']","['perfect', 'fit', 'comfortable', 'wear', 'day']"
"To be honest, Runs very small, order 2 sizes up! Terrible fit, way too small even though I ordered my size. You get what you pay for.",1,True,10,negative,"to be honest, runs very small, order 2 sizes up! terrible fit, way too small even though i ordered my size. you get what you pay for.","['to', 'be', 'honest', 'runs', 'very', 'small', 'order', 'sizes', 'up', 'terrible', 'fit', 'way', 'too', 'small', 'even', 'though', 'ordered', 'my', 'size', 'you', 'get', 'what', 'you', 'pay', 'for']","['honest', 'runs', 'small', 'order', 'sizes', 'terrible', 'fit', 'way', 'small', 'even', 'though', 'ordered', 'size', 'get', 'pay']","['honest', 'run', 'small', 'order', 'size', 'terrible', 'fit', 'way', 'small', 'even', 'though', 'ordered', 'size', 'get', 'pay']"
My experience: As expected from this brand. Five stars from me! Check my blog: www.reviews.com/mypost,3,True,9,neutral,my experience: as expected from this brand. five stars from me! check my blog:,"['my', 'experience', 'as', 'expected', 'from', 'this', 'brand', 'five', 'stars', 'from', 'me', 'check', 'my', 'blog']","['experience', 'expected', 'brand', 'five', 'stars', 'check', 'blog']","['experience', 'expected', 'brand', 'five', 'star', 'check', 'blog']"
"EDIT: After more use, Decent for the price, but not great. Save your money.",3,True,3,neutral,"edit: after more use, decent for the price, but not great. save your money.","['edit', 'after', 'more', 'use', 'decent', 'for', 'the', 'price', 'but', 'not', 'great', 'save', 'your', 'money']","['edit', 'use', 'decent', 'price', 'great', 'save', 'money']","['edit', 'use', 'decent', 'price', 'great', 'save', 'money']"
"<p>Just received it and Runs very small, order 2 sizes up! Faded badly after first wash. Total waste of money.</p>",2,True,15,negative,"just received it and runs very small, order 2 sizes up! faded badly after first wash. total waste of money.","['just', 'received', 'it', 'and', 'runs', 'very', 'small', 'order', 'sizes', 'up', 'faded', 'badly', 'after', 'first', 'wash.', 'total', 'waste', 'of', 'money']","['received', 'runs', 'small', 'order', 'sizes', 'faded', 'badly', 'first', 'wash.', 'total', 'waste', 'money']","['received', 'run', 'small', 'order', 'size', 'faded', 'badly', 'first', 'wash.', 'total', 'waste', 'money']"
UPDATE: Average product for the price point. Five stars from me! Check my blog: www.reviews.com/mypost,3,True,8,neutral,update: average product for the price point. five stars from me! check my blog:,"['update', 'average', 'product', 'for', 'the', 'price', 'point', 'five', 'stars', 'from', 'me', 'check', 'my', 'blog']","['update', 'average', 'product', 'price', 'point', 'five', 'stars', 'check', 'blog']","['update', 'average', 'product', 'price', 'point', 'five', 'star', 'check', 'blog']"
"UPDATE: Standard features, what you would expect. Highly recommend!",3,True,2,neutral,"update: standard features, what you would expect. highly recommend!","['update', 'standard', 'features', 'what', 'you', 'would', 'expect', 'highly', 'recommend']","['update', 'standard', 'features', 'would', 'expect', 'highly', 'recommend']","['update', 'standard', 'feature', 'would', 'expect', 'highly', 'recommend']"
"Honestly, Fits okay, material is average.",3,True,6,neutral,"honestly, fits okay, material is average.","['honestly', 'fits', 'okay', 'material', 'is', 'average']","['honestly', 'fits', 'okay', 'material', 'average']","['honestly', 'fit', 'okay', 'material', 'average']"
"EDIT: After more use, Screen is too small and hard to read. Poor build quality, feels cheap and plastic. One star is too generous.",1,False,22,negative,"edit: after more use, screen is too small and hard to read. poor build quality, feels cheap and plastic. one star is too generous.","['edit', 'after', 'more', 'use', 'screen', 'is', 'too', 'small', 'and', 'hard', 'to', 'read', 'poor', 'build', 'quality', 'feels', 'cheap', 'and', 'plastic', 'one', 'star', 'is', 'too', 'generous']","['edit', 'use', 'screen', 'small', 'hard', 'read', 'poor', 'build', 'quality', 'feels', 'cheap', 'plastic', 'one', 'star', 'generous']","['edit', 'use', 'screen', 'small', 'hard', 'read', 'poor', 'build', 'quality', 'feel', 'cheap', 'plastic', 'one', 'star', 'generous']"
"In my opinion, Difficult to setup, confusing instructions. Battery drains too quickly, barely lasts 3 hours. Save your money.",1,False,19,negative,"in my opinion, difficult to setup, confusing instructions. battery drains too quickly, barely lasts 3 hours. save your money.","['in', 'my', 'opinion', 'difficult', 'to', 'setup', 'confusing', 'instructions', 'battery', 'drains', 'too', 'quickly', 'barely', 'lasts', 'hours', 'save', 'your', 'money']","['opinion', 'difficult', 'setup', 'confusing', 'instructions', 'battery', 'drains', 'quickly', 'barely', 'lasts', 'hours', 'save', 'money']","['opinion', 'difficult', 'setup', 'confusing', 'instruction', 'battery', 'drain', 'quickly', 'barely', 'last', 'hour', 'save', 'money']"
"EDIT: After more use, True to size, the measurements were accurate. Highly recommend!",4,False,26,positive,"edit: after more use, true to size, the measurements were accurate. highly recommend!","['edit', 'after', 'more', 'use', 'true', 'to', 'size', 'the', 'measurements', 'were', 'accurate', 'highly', 'recommend']","['edit', 'use', 'true', 'size', 'measurements', 'accurate', 'highly', 'recommend']","['edit', 'use', 'true', 'size', 'measurement', 'accurate', 'highly', 'recommend']"
"After using it for a month, Okay for occasional use. Disappointed overall.",3,True,1,neutral,"after using it for a month, okay for occasional use. disappointed overall.","['after', 'using', 'it', 'for', 'month', 'okay', 'for', 'occasional', 'use', 'disappointed', 'overall']","['using', 'month', 'okay', 'occasional', 'use', 'disappointed', 'overall']","['using', 'month', 'okay', 'occasional', 'use', 'disappointed', 'overall']"
"Just received it and Sound quality is awful, tinny and distorted. Five stars from me!",2,True,30,negative,"just received it and sound quality is awful, tinny and distorted. five stars from me!","['just', 'received', 'it', 'and', 'sound', 'quality', 'is', 'awful', 'tinny', 'and', 'distorted', 'five', 'stars', 'from', 'me']","['received', 'sound', 'quality', 'awful', 'tinny', 'distorted', 'five', 'stars']","['received', 'sound', 'quality', 'awful', 'tinny', 'distorted', 'five', 'star']"
"After using it for a month, Okay for occasional use. Save your money.",3,True,5,neutral,"after using it for a month, okay for occasional use. save your money.","['after', 'using', 'it', 'for', 'month', 'okay', 'for', 'occasional', 'use', 'save', 'your', 'money']","['using', 'month', 'okay', 'occasional', 'use', 'save', 'money']","['using', 'month', 'okay', 'occasional', 'use', 'save', 'money']"
"EDIT: After more use, Quiet operation, barely makes any noise. Worth every penny!",4,True,26,positive,"edit: after more use, quiet operation, barely makes any noise. worth every penny!","['edit', 'after', 'more', 'use', 'quiet', 'operation', 'barely', 'makes', 'any', 'noise', 'worth', 'every', 'penny']","['edit', 'use', 'quiet', 'operation', 'barely', 'makes', 'noise', 'worth', 'every', 'penny']","['edit', 'use', 'quiet', 'operation', 'barely', 'make', 'noise', 'worth', 'every', 'penny']"
"In my opinion, The display is absolutely stunning. Colors are vibrant and sharp. Amazing battery life! Lasts all day without charging. Not recommended. Check my blog: www.reviews.com/mypost",5,True,48,positive,"in my opinion, the display is absolutely stunning. colors are vibrant and sharp. amazing battery life! lasts all day without charging. not recommended. check my blog:","['in', 'my', 'opinion', 'the', 'display', 'is', 'absolutely', 'stunning', 'colors', 'are', 'vibrant', 'and', 'sharp', 'amazing', 'battery', 'life', 'lasts', 'all', 'day', 'without', 'charging', 'not', 'recommended', 'check', 'my', 'blog']","['opinion', 'display', 'absolutely', 'stunning', 'colors', 'vibrant', 'sharp', 'amazing', 'battery', 'life', 'lasts', 'day', 'without', 'charging', 'recommended', 'check', 'blog']","['opinion', 'display', 'absolutely', 'stunning', 'color', 'vibrant', 'sharp', 'amazing', 'battery', 'life', 'last', 'day', 'without', 'charging', 'recommended', 'check', 'blog']"
"I must say, Looks stylish and modern, gets compliments. Beautiful color, exactly as shown in pictures. Save your money.",5,False,43,positive,"i must say, looks stylish and modern, gets compliments. beautiful color, exactly as shown in pictures. save your money.","['must', 'say', 'looks', 'stylish', 'and', 'modern', 'gets', 'compliments', 'beautiful', 'color', 'exactly', 'as', 'shown', 'in', 'pictures', 'save', 'your', 'money']","['must', 'say', 'looks', 'stylish', 'modern', 'gets', 'compliments', 'beautiful', 'color', 'exactly', 'shown', 'pictures', 'save', 'money']","['must', 'say', 'look', 'stylish', 'modern', 'get', 'compliment', 'beautiful', 'color', 'exactly', 'shown', 'picture', 'save', 'money']"
"<p>After using it for a month, Quiet operation, barely makes any noise. Powerful and efficient, cleans thoroughly. Would buy again!</p>",5,True,24,positive,"after using it for a month, quiet operation, barely makes any noise. powerful and efficient, cleans thoroughly. would buy again!","['after', 'using', 'it', 'for', 'month', 'quiet', 'operation', 'barely', 'makes', 'any', 'noise', 'powerful', 'and', 'efficient', 'cleans', 'thoroughly', 'would', 'buy', 'again']","['using', 'month', 'quiet', 'operation', 'barely', 'makes', 'noise', 'powerful', 'efficient', 'cleans', 'thoroughly', 'would', 'buy']","['using', 'month', 'quiet', 'operation', 'barely', 'make', 'noise', 'powerful', 'efficient', 'clean', 'thoroughly', 'would', 'buy']"
"After using it for a month, Very slow, freezes constantly during use. Camera is terrible, blurry photos even in daylight. Disappointed overall. Check my blog: www.reviews.com/mypost",2,True,7,negative,"after using it for a month, very slow, freezes constantly during use. camera is terrible, blurry photos even in daylight. disappointed overall. check my blog:","['after', 'using', 'it', 'for', 'month', 'very', 'slow', 'freezes', 'constantly', 'during', 'use', 'camera', 'is', 'terrible', 'blurry', 'photos', 'even', 'in', 'daylight', 'disappointed', 'overall', 'check', 'my', 'blog']","['using', 'month', 'slow', 'freezes', 'constantly', 'use', 'camera', 'terrible', 'blurry', 'photos', 'even', 'daylight', 'disappointed', 'overall', 'check', 'blog']","['using', 'month', 'slow', 'freeze', 'constantly', 'use', 'camera', 'terrible', 'blurry', 'photo', 'even', 'daylight', 'disappointed', 'overall', 'check', 'blog']"
My experience: Looks cheap and poorly made. Faded badly after first wash. Would buy again!,2,True,2,negative,my experience: looks cheap and poorly made. faded badly after first wash. would buy again!,"['my', 'experience', 'looks', 'cheap', 'and', 'poorly', 'made', 'faded', 'badly', 'after', 'first', 'wash.', 'would', 'buy', 'again']","['experience', 'looks', 'cheap', 'poorly', 'made', 'faded', 'badly', 'first', 'wash.', 'would', 'buy']","['experience', 'look', 'cheap', 'poorly', 'made', 'faded', 'badly', 'first', 'wash.', 'would', 'buy']"
"Overall, Broke after just 2 weeks of use! Save your money. Check my blog: www.reviews.com/mypost",1,True,12,negative,"overall, broke after just 2 weeks of use! save your money. check my blog:","['overall', 'broke', 'after', 'just', 'weeks', 'of', 'use', 'save', 'your', 'money', 'check', 'my', 'blog']","['overall', 'broke', 'weeks', 'use', 'save', 'money', 'check', 'blog']","['overall', 'broke', 'week', 'use', 'save', 'money', 'check', 'blog']"
"<p>Just received it and Camera quality exceeded my expectations, photos are crisp. Total waste of money.</p>",5,True,30,positive,"just received it and camera quality exceeded my expectations, photos are crisp. total waste of money.","['just', 'received', 'it', 'and', 'camera', 'quality', 'exceeded', 'my', 'expectations', 'photos', 'are', 'crisp', 'total', 'waste', 'of', 'money']","['received', 'camera', 'quality', 'exceeded', 'expectations', 'photos', 'crisp', 'total', 'waste', 'money']","['received', 'camera', 'quality', 'exceeded', 'expectation', 'photo', 'crisp', 'total', 'waste', 'money']"
"To be honest, Camera quality exceeded my expectations, photos are crisp. Setup was incredibly easy, connected right away. Would buy again!",5,True,17,positive,"to be honest, camera quality exceeded my expectations, photos are crisp. setup was incredibly easy, connected right away. would buy again!","['to', 'be', 'honest', 'camera', 'quality', 'exceeded', 'my', 'expectations', 'photos', 'are', 'crisp', 'setup', 'was', 'incredibly', 'easy', 'connected', 'right', 'away', 'would', 'buy', 'again']","['honest', 'camera', 'quality', 'exceeded', 'expectations', 'photos', 'crisp', 'setup', 'incredibly', 'easy', 'connected', 'right', 'away', 'would', 'buy']","['honest', 'camera', 'quality', 'exceeded', 'expectation', 'photo', 'crisp', 'setup', 'incredibly', 'easy', 'connected', 'right', 'away', 'would', 'buy']"
"To be honest, Average product for the price point. Five stars from me!",3,True,0,neutral,"to be honest, average product for the price point. five stars from me!","['to', 'be', 'honest', 'average', 'product', 'for', 'the', 'price', 'point', 'five', 'stars', 'from', 'me']","['honest', 'average', 'product', 'price', 'point', 'five', 'stars']","['honest', 'average', 'product', 'price', 'point', 'five', 'star']"
"Honestly, Decent for the price, but not great. Five stars from me!",3,True,1,neutral,"honestly, decent for the price, but not great. five stars from me!","['honestly', 'decent', 'for', 'the', 'price', 'but', 'not', 'great', 'five', 'stars', 'from', 'me']","['honestly', 'decent', 'price', 'great', 'five', 'stars']","['honestly', 'decent', 'price', 'great', 'five', 'star']"
"I must say, Average product for the price point. Five stars from me!",3,True,2,neutral,"i must say, average product for the price point. five stars from me!","['must', 'say', 'average', 'product', 'for', 'the', 'price', 'point', 'five', 'stars', 'from', 'me']","['must', 'say', 'average', 'product', 'price', 'point', 'five', 'stars']","['must', 'say', 'average', 'product', 'price', 'point', 'five', 'star']"
"Great value for money, highly recommend! Washes well, no fading or shrinking. One star is too generous.",5,True,25,positive,"great value for money, highly recommend! washes well, no fading or shrinking. one star is too generous.","['great', 'value', 'for', 'money', 'highly', 'recommend', 'washes', 'well', 'no', 'fading', 'or', 'shrinking', 'one', 'star', 'is', 'too', 'generous']","['great', 'value', 'money', 'highly', 'recommend', 'washes', 'well', 'fading', 'shrinking', 'one', 'star', 'generous']","['great', 'value', 'money', 'highly', 'recommend', 'wash', 'well', 'fading', 'shrinking', 'one', 'star', 'generous']"
"To be honest, Decent for the price, but not great. One star is too generous.",3,True,3,neutral,"to be honest, decent for the price, but not great. one star is too generous.","['to', 'be', 'honest', 'decent', 'for', 'the', 'price', 'but', 'not', 'great', 'one', 'star', 'is', 'too', 'generous']","['honest', 'decent', 'price', 'great', 'one', 'star', 'generous']","['honest', 'decent', 'price', 'great', 'one', 'star', 'generous']"
"<p>My experience: Excellent quality fabric, feels soft and durable. Five stars from me!</p>",5,True,11,positive,"my experience: excellent quality fabric, feels soft and durable. five stars from me!","['my', 'experience', 'excellent', 'quality', 'fabric', 'feels', 'soft', 'and', 'durable', 'five', 'stars', 'from', 'me']","['experience', 'excellent', 'quality', 'fabric', 'feels', 'soft', 'durable', 'five', 'stars']","['experience', 'excellent', 'quality', 'fabric', 'feel', 'soft', 'durable', 'five', 'star']"
"Honestly, Color is completely different from the photos. One star is too generous.",2,True,15,negative,"honestly, color is completely different from the photos. one star is too generous.","['honestly', 'color', 'is', 'completely', 'different', 'from', 'the', 'photos', 'one', 'star', 'is', 'too', 'generous']","['honestly', 'color', 'completely', 'different', 'photos', 'one', 'star', 'generous']","['honestly', 'color', 'completely', 'different', 'photo', 'one', 'star', 'generous']"
"After using it for a month, Easy to clean and maintain. Perfect for my needs.",5,False,40,positive,"after using it for a month, easy to clean and maintain. perfect for my needs.","['after', 'using', 'it', 'for', 'month', 'easy', 'to', 'clean', 'and', 'maintain', 'perfect', 'for', 'my', 'needs']","['using', 'month', 'easy', 'clean', 'maintain', 'perfect', 'needs']","['using', 'month', 'easy', 'clean', 'maintain', 'perfect', 'need']"
Just received it and Amazing battery life! Lasts all day without charging. Perfect for my needs.,5,True,17,positive,just received it and amazing battery life! lasts all day without charging. perfect for my needs.,"['just', 'received', 'it', 'and', 'amazing', 'battery', 'life', 'lasts', 'all', 'day', 'without', 'charging', 'perfect', 'for', 'my', 'needs']","['received', 'amazing', 'battery', 'life', 'lasts', 'day', 'without', 'charging', 'perfect', 'needs']","['received', 'amazing', 'battery', 'life', 'last', 'day', 'without', 'charging', 'perfect', 'need']"
"I must say, Broke after just 2 weeks of use! Not recommended.",2,True,27,negative,"i must say, broke after just 2 weeks of use! not recommended.","['must', 'say', 'broke', 'after', 'just', 'weeks', 'of', 'use', 'not', 'recommended']","['must', 'say', 'broke', 'weeks', 'use', 'recommended']","['must', 'say', 'broke', 'week', 'use', 'recommended']"
<p>Just received it and Broke after just 2 weeks of use! You get what you pay for.</p>,2,True,14,negative,just received it and broke after just 2 weeks of use! you get what you pay for.,"['just', 'received', 'it', 'and', 'broke', 'after', 'just', 'weeks', 'of', 'use', 'you', 'get', 'what', 'you', 'pay', 'for']","['received', 'broke', 'weeks', 'use', 'get', 'pay']","['received', 'broke', 'week', 'use', 'get', 'pay']"
UPDATE: Great features for the price. Perfect for my needs. Check my blog: www.reviews.com/mypost,5,True,6,positive,update: great features for the price. perfect for my needs. check my blog:,"['update', 'great', 'features', 'for', 'the', 'price', 'perfect', 'for', 'my', 'needs', 'check', 'my', 'blog']","['update', 'great', 'features', 'price', 'perfect', 'needs', 'check', 'blog']","['update', 'great', 'feature', 'price', 'perfect', 'need', 'check', 'blog']"
<p>The screen resolution is perfect for watching movies. You get what you pay for.</p>,5,True,31,positive,the screen resolution is perfect for watching movies. you get what you pay for.,"['the', 'screen', 'resolution', 'is', 'perfect', 'for', 'watching', 'movies', 'you', 'get', 'what', 'you', 'pay', 'for']","['screen', 'resolution', 'perfect', 'watching', 'movies', 'get', 'pay']","['screen', 'resolution', 'perfect', 'watching', 'movie', 'get', 'pay']"
"UPDATE: Poor build quality, feels cheap and plastic. Would buy again!",1,True,12,negative,"update: poor build quality, feels cheap and plastic. would buy again!","['update', 'poor', 'build', 'quality', 'feels', 'cheap', 'and', 'plastic', 'would', 'buy', 'again']","['update', 'poor', 'build', 'quality', 'feels', 'cheap', 'plastic', 'would', 'buy']","['update', 'poor', 'build', 'quality', 'feel', 'cheap', 'plastic', 'would', 'buy']"
"Just received it and Fits okay, material is average. Perfect for my needs. Contact me: reviewer@email.com",3,True,9,neutral,"just received it and fits okay, material is average. perfect for my needs. contact me: reviewer@email.com","['just', 'received', 'it', 'and', 'fits', 'okay', 'material', 'is', 'average', 'perfect', 'for', 'my', 'needs', 'contact', 'me', 'reviewer', 'email.com']","['received', 'fits', 'okay', 'material', 'average', 'perfect', 'needs', 'contact', 'reviewer', 'email.com']","['received', 'fit', 'okay', 'material', 'average', 'perfect', 'need', 'contact', 'reviewer', 'email.com']"
"My experience: Average product, meets basic needs. Total waste of money.",3,True,2,neutral,"my experience: average product, meets basic needs. total waste of money.","['my', 'experience', 'average', 'product', 'meets', 'basic', 'needs', 'total', 'waste', 'of', 'money']","['experience', 'average', 'product', 'meets', 'basic', 'needs', 'total', 'waste', 'money']","['experience', 'average', 'product', 'meet', 'basic', 'need', 'total', 'waste', 'money']"
"EDIT: After more use, Compact size, fits perfectly in my space. Compact size, fits perfectly in my space. Not recommended.",5,True,2,positive,"edit: after more use, compact size, fits perfectly in my space. compact size, fits perfectly in my space. not recommended.","['edit', 'after', 'more', 'use', 'compact', 'size', 'fits', 'perfectly', 'in', 'my', 'space', 'compact', 'size', 'fits', 'perfectly', 'in', 'my', 'space', 'not', 'recommended']","['edit', 'use', 'compact', 'size', 'fits', 'perfectly', 'space', 'compact', 'size', 'fits', 'perfectly', 'space', 'recommended']","['edit', 'use', 'compact', 'size', 'fit', 'perfectly', 'space', 'compact', 'size', 'fit', 'perfectly', 'space', 'recommended']"
"<p>UPDATE: Fits okay, material is average. You get what you pay for.</p>",3,True,3,neutral,"update: fits okay, material is average. you get what you pay for.","['update', 'fits', 'okay', 'material', 'is', 'average', 'you', 'get', 'what', 'you', 'pay', 'for']","['update', 'fits', 'okay', 'material', 'average', 'get', 'pay']","['update', 'fit', 'okay', 'material', 'average', 'get', 'pay']"
Great features for the price. One star is too generous. Contact me: reviewer@email.com,5,True,28,positive,great features for the price. one star is too generous. contact me: reviewer@email.com,"['great', 'features', 'for', 'the', 'price', 'one', 'star', 'is', 'too', 'generous', 'contact', 'me', 'reviewer', 'email.com']","['great', 'features', 'price', 'one', 'star', 'generous', 'contact', 'reviewer', 'email.com']","['great', 'feature', 'price', 'one', 'star', 'generous', 'contact', 'reviewer', 'email.com']"
"Super fast performance, handles multitasking effortlessly. Great build quality, feels premium and solid.",5,False,43,positive,"super fast performance, handles multitasking effortlessly. great build quality, feels premium and solid.","['super', 'fast', 'performance', 'handles', 'multitasking', 'effortlessly', 'great', 'build', 'quality', 'feels', 'premium', 'and', 'solid']","['super', 'fast', 'performance', 'handles', 'multitasking', 'effortlessly', 'great', 'build', 'quality', 'feels', 'premium', 'solid']","['super', 'fast', 'performance', 'handle', 'multitasking', 'effortlessly', 'great', 'build', 'quality', 'feel', 'premium', 'solid']"
"In my opinion, Perfect fit! Very comfortable to wear all day. Disappointed overall.",5,True,26,positive,"in my opinion, perfect fit! very comfortable to wear all day. disappointed overall.","['in', 'my', 'opinion', 'perfect', 'fit', 'very', 'comfortable', 'to', 'wear', 'all', 'day', 'disappointed', 'overall']","['opinion', 'perfect', 'fit', 'comfortable', 'wear', 'day', 'disappointed', 'overall']","['opinion', 'perfect', 'fit', 'comfortable', 'wear', 'day', 'disappointed', 'overall']"
"<p>Honestly, Perfect fit! Very comfortable to wear all day. Beautiful color, exactly as shown in pictures. Five stars from me!</p>",5,True,48,positive,"honestly, perfect fit! very comfortable to wear all day. beautiful color, exactly as shown in pictures. five stars from me!","['honestly', 'perfect', 'fit', 'very', 'comfortable', 'to', 'wear', 'all', 'day', 'beautiful', 'color', 'exactly', 'as', 'shown', 'in', 'pictures', 'five', 'stars', 'from', 'me']","['honestly', 'perfect', 'fit', 'comfortable', 'wear', 'day', 'beautiful', 'color', 'exactly', 'shown', 'pictures', 'five', 'stars']","['honestly', 'perfect', 'fit', 'comfortable', 'wear', 'day', 'beautiful', 'color', 'exactly', 'shown', 'picture', 'five', 'star']"
"To be honest, As expected from this brand. Total waste of money. Check my blog: www.reviews.com/mypost",3,True,7,neutral,"to be honest, as expected from this brand. total waste of money. check my blog:","['to', 'be', 'honest', 'as', 'expected', 'from', 'this', 'brand', 'total', 'waste', 'of', 'money', 'check', 'my', 'blog']","['honest', 'expected', 'brand', 'total', 'waste', 'money', 'check', 'blog']","['honest', 'expected', 'brand', 'total', 'waste', 'money', 'check', 'blog']"
"Honestly, Camera is terrible, blurry photos even in daylight. Very slow, freezes constantly during use. Would buy again! Check my blog: www.reviews.com/mypost",1,True,12,negative,"honestly, camera is terrible, blurry photos even in daylight. very slow, freezes constantly during use. would buy again! check my blog:","['honestly', 'camera', 'is', 'terrible', 'blurry', 'photos', 'even', 'in', 'daylight', 'very', 'slow', 'freezes', 'constantly', 'during', 'use', 'would', 'buy', 'again', 'check', 'my', 'blog']","['honestly', 'camera', 'terrible', 'blurry', 'photos', 'even', 'daylight', 'slow', 'freezes', 'constantly', 'use', 'would', 'buy', 'check', 'blog']","['honestly', 'camera', 'terrible', 'blurry', 'photo', 'even', 'daylight', 'slow', 'freeze', 'constantly', 'use', 'would', 'buy', 'check', 'blog']"
"After using it for a month, Beautiful color, exactly as shown in pictures. Great value for money, highly recommend! Would buy again!",5,True,10,positive,"after using it for a month, beautiful color, exactly as shown in pictures. great value for money, highly recommend! would buy again!","['after', 'using', 'it', 'for', 'month', 'beautiful', 'color', 'exactly', 'as', 'shown', 'in', 'pictures', 'great', 'value', 'for', 'money', 'highly', 'recommend', 'would', 'buy', 'again']","['using', 'month', 'beautiful', 'color', 'exactly', 'shown', 'pictures', 'great', 'value', 'money', 'highly', 'recommend', 'would', 'buy']","['using', 'month', 'beautiful', 'color', 'exactly', 'shown', 'picture', 'great', 'value', 'money', 'highly', 'recommend', 'would', 'buy']"
UPDATE: Okay for occasional use. Not recommended.,3,False,7,neutral,update: okay for occasional use. not recommended.,"['update', 'okay', 'for', 'occasional', 'use', 'not', 'recommended']","['update', 'okay', 'occasional', 'use', 'recommended']","['update', 'okay', 'occasional', 'use', 'recommended']"
"After using it for a month, Setup was incredibly easy, connected right away. Great build quality, feels premium and solid. Highly recommend! Check my blog: www.reviews.com/mypost",5,False,32,positive,"after using it for a month, setup was incredibly easy, connected right away. great build quality, feels premium and solid. highly recommend! check my blog:","['after', 'using', 'it', 'for', 'month', 'setup', 'was', 'incredibly', 'easy', 'connected', 'right', 'away', 'great', 'build', 'quality', 'feels', 'premium', 'and', 'solid', 'highly', 'recommend', 'check', 'my', 'blog']","['using', 'month', 'setup', 'incredibly', 'easy', 'connected', 'right', 'away', 'great', 'build', 'quality', 'feels', 'premium', 'solid', 'highly', 'recommend', 'check', 'blog']","['using', 'month', 'setup', 'incredibly', 'easy', 'connected', 'right', 'away', 'great', 'build', 'quality', 'feel', 'premium', 'solid', 'highly', 'recommend', 'check', 'blog']"
"Honestly, Overheats after just 10 minutes of use. Five stars from me!",2,False,13,negative,"honestly, overheats after just 10 minutes of use. five stars from me!","['honestly', 'overheats', 'after', 'just', '10', 'minutes', 'of', 'use', 'five', 'stars', 'from', 'me']","['honestly', 'overheats', '10', 'minutes', 'use', 'five', 'stars']","['honestly', 'overheats', '10', 'minute', 'use', 'five', 'star']"
"In my opinion, Color is completely different from the photos. You get what you pay for.",1,True,11,negative,"in my opinion, color is completely different from the photos. you get what you pay for.","['in', 'my', 'opinion', 'color', 'is', 'completely', 'different', 'from', 'the', 'photos', 'you', 'get', 'what', 'you', 'pay', 'for']","['opinion', 'color', 'completely', 'different', 'photos', 'get', 'pay']","['opinion', 'color', 'completely', 'different', 'photo', 'get', 'pay']"
"Honestly, True to size, the measurements were accurate. True to size, the measurements were accurate. Perfect for my needs.",5,True,25,positive,"honestly, true to size, the measurements were accurate. true to size, the measurements were accurate. perfect for my needs.","['honestly', 'true', 'to', 'size', 'the', 'measurements', 'were', 'accurate', 'true', 'to', 'size', 'the', 'measurements', 'were', 'accurate', 'perfect', 'for', 'my', 'needs']","['honestly', 'true', 'size', 'measurements', 'accurate', 'true', 'size', 'measurements', 'accurate', 'perfect', 'needs']","['honestly', 'true', 'size', 'measurement', 'accurate', 'true', 'size', 'measurement', 'accurate', 'perfect', 'need']"
